,,,Start,End,Species ,,Subsample ,Raw cell,microscope,length,width,cell volume,density,biomass,
227,2013-07-16,META,1.30,4.00,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,4,39683,3.00,3.00,4.70,158732,0.75,
227,2013-07-16,META,1.30,4.00,2121,Oocystis lacustris Chodat,2,36,39683,6.00,4.00,50.30,1428588,71.86,
227,2013-07-16,META,1.30,4.00,2126,Chodatella sp.,2,1,39683,5.60,3.00,26.40,39683,1.05,
227,2013-07-16,META,1.30,4.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,7,39683,9.00,4.30,58.10,277781,16.14,
227,2013-07-16,META,1.30,4.00,2132,Scenedesmus denticulatus Lagerhiem,2,40,39683,10.60,5.00,92.50,1587320,146.83,
227,2013-07-16,META,1.30,4.00,2136,Dictyosphaerium pulchellum Wood,2,99,39683,6.00,6.00,113.10,3928617,444.33,
227,2013-07-16,META,1.30,4.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,17,39683,21.00,1.50,18.60,674611,12.55,
227,2013-07-16,META,1.30,4.00,2193,Staurodesmus paradoxum Meyen,2,1,39683,14.00,12.00,410.50,39683,16.29,
227,2013-07-16,META,1.30,4.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,4,39683,6.00,6.00,37.70,158732,5.98,
227,2013-07-16,META,1.30,4.00,2222,Treubaria sp.,2,1,39683,3.00,3.00,14.10,39683,0.56,
227,2013-07-16,META,1.30,4.00,2255,Selenastrum copricornutum Printz,2,10,39683,12.00,1.70,18.20,396830,7.22,
227,2013-07-16,META,1.30,4.00,3301,Euglena acus Ehrenberg,2,2,1000,91.00,14.00,9338.90,2000,18.68,
227,2013-07-16,META,1.30,4.00,3305,Trachelomonas volvocina Ehrenberg,2,1,1000,18.00,18.00,2035.80,1000,2.04,
227,2013-07-16,META,1.30,4.00,4351,Small chrysophyceae,2,21,39683,3.00,3.00,14.10,833343,11.75,
227,2013-07-16,META,1.30,4.00,4352,Large chrysophyceae,2,3,39683,9.00,9.00,381.70,119049,45.44,
227,2013-07-16,META,1.30,4.00,4355,Chrysochromulina parva Lackey,2,6,39683,5.00,5.00,65.40,238098,15.57,
227,2013-07-16,META,1.30,4.00,4358,Chrysostephanospaera globulifera Scherffel,2,4,39683,8.80,8.80,356.80,158732,56.64,
227,2013-07-16,META,1.30,4.00,4400,Ochromonas sp.,2,1,39683,9.30,5.00,121.70,39683,4.83,
227,2013-07-16,META,1.30,4.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,41,39683,6.00,4.00,50.30,1627003,81.84,
227,2013-07-16,META,1.30,4.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,7,39683,36.00,4.00,150.80,277781,41.89,
227,2013-07-16,META,1.30,4.00,6557,Cryptomonas pusilla Bachmann,2,5,39683,16.00,8.00,357.40,198415,70.91,
227,2013-07-16,META,1.30,4.00,6558,Cryptomonas erosa Ehrenberg,2,186,1000,24.00,14.00,1642.00,186000,305.41,
227,2013-07-16,META,1.30,4.00,6559,Cryptomonas ovata Ehrenberg,2,22,1000,40.00,16.00,3574.40,22000,78.64,
227,2013-07-16,META,1.30,4.00,6562,Cryptomonas reflexa (Marsson) Skuja,2,3,1000,21.60,10.00,754.00,3000,2.26,
227,2013-07-16,META,1.30,4.00,6565,Cryptomonas rostratiformis Skuja,2,20,1000,31.00,14.00,2120.90,20000,42.42,
227,2013-07-16,META,1.30,4.00,6568,Katablepharis ovalis Skuja,2,12,39683,9.00,4.30,60.80,476196,28.95,
227,2013-07-16,META,1.30,4.00,7629,Gymnodinium palustre Schilling,2,704,1000,30.00,30.00,14137.20,704000,"9,952.59",
227,2013-07-16,META,1.30,4.00,7639,Peridinium pusillum (Penard) Lemmermann,2,19,1000,18.00,18.00,3053.60,19000,58.02,
227,2013-07-16,META,1.30,4.00,7641,Peridinium aciculiferum Lemmermann,2,3,1000,31.00,24.00,9349.40,3000,28.05,
227,2013-07-24,EPI,0.00,1.50,1054,Planktolyngbya limnetica,2,29,39683,200.00,2.00,628.30,1150807,723.05,
227,2013-07-24,EPI,0.00,1.50,1072,Heterocysts,2,23,39683,6.00,3.00,28.30,912709,25.83,
227,2013-07-24,EPI,0.00,1.50,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,1265,39683,5.60,3.00,26.40,50198995,"1,325.25",
227,2013-07-24,EPI,0.00,1.50,2105,Chlamydomonas spp.,2,1,39683,9.00,5.00,117.80,39683,4.67,
227,2013-07-24,EPI,0.00,1.50,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,24,39683,3.00,3.00,4.70,952392,4.48,
227,2013-07-24,EPI,0.00,1.50,2121,Oocystis lacustris Chodat,2,22,39683,6.00,4.00,50.30,873026,43.91,
227,2013-07-24,EPI,0.00,1.50,2126,Chodatella sp.,2,2,39683,6.00,3.00,28.30,79366,2.25,
227,2013-07-24,EPI,0.00,1.50,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,60,39683,8.00,4.00,44.70,2380980,106.43,
227,2013-07-24,EPI,0.00,1.50,2132,Scenedesmus denticulatus Lagerhiem,2,24,39683,9.30,5.00,81.20,952392,77.33,
227,2013-07-24,EPI,0.00,1.50,2136,Dictyosphaerium pulchellum Wood,2,1177,39683,6.00,6.00,113.10,46706891,"5,282.55",
227,2013-07-24,EPI,0.00,1.50,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,47,39683,19.30,1.50,17.10,1865101,31.89,
227,2013-07-24,EPI,0.00,1.50,2146,Crucigeniella rectangularis (Nag.) Komarek,2,16,39683,6.00,4.00,25.10,634928,15.94,
227,2013-07-24,EPI,0.00,1.50,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,25,39683,6.80,2.90,22.50,992075,22.32,
227,2013-07-24,EPI,0.00,1.50,2199,Spondylosium planum (Wolle) W. and G.S. West,2,24,39683,6.00,6.00,37.70,952392,35.91,
227,2013-07-24,EPI,0.00,1.50,2255,Selenastrum copricornutum Printz,2,120,39683,14.30,1.70,21.60,4761960,102.86,
227,2013-07-24,EPI,0.00,1.50,4352,Large chrysophyceae,2,1,39683,3.00,3.00,14.10,39683,0.56,
227,2013-07-24,EPI,0.00,1.50,4355,Chrysochromulina parva Lackey,2,638,39683,5.00,5.00,65.40,25317754,"1,655.78",
227,2013-07-24,EPI,0.00,1.50,4358,Chrysostephanospaera globulifera Scherffel,2,1,39683,14.00,14.00,1436.80,39683,57.02,
227,2013-07-24,EPI,0.00,1.50,4383,Dinobryon bavaricum Imhof,2,3,39683,12.00,6.00,226.20,119049,26.93,
227,2013-07-24,EPI,0.00,1.50,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,21,39683,5.60,3.00,26.40,833343,22.00,
227,2013-07-24,EPI,0.00,1.50,5511,Rhizosolenia eriense H.L. Smith,2,1,39683,9.00,3.00,63.60,39683,2.52,
227,2013-07-24,EPI,0.00,1.50,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,109,39683,33.00,4.00,138.20,4325447,597.78,
227,2013-07-24,EPI,0.00,1.50,6558,Cryptomonas erosa Ehrenberg,2,15,1000,23.60,14.00,1614.60,15000,24.22,
227,2013-07-24,EPI,0.00,1.50,6565,Cryptomonas rostratiformis Skuja,2,1,1000,30.00,16.00,2680.80,1000,2.68,
227,2013-07-24,EPI,0.00,1.50,6568,Katablepharis ovalis Skuja,2,4,39683,9.10,4.00,57.80,158732,9.17,
227,2013-07-24,EPI,0.00,1.50,7632,Gymnodinium sp.,2,19,1000,27.00,27.00,10306.00,19000,195.81,
227,2013-07-24,EPI,0.00,1.50,7639,Peridinium pusillum (Penard) Lemmermann,2,5,1000,18.00,18.00,3053.60,5000,15.27,
227,2013-07-24,EPI,0.00,1.50,7641,Peridinium aciculiferum Lemmermann,2,2,1000,31.00,24.00,9349.40,2000,18.70,
227,2013-07-24,META,2.00,4.00,1054,Planktolyngbya limnetica,2,14,39683,159.00,2.00,499.50,555562,277.50,
227,2013-07-24,META,2.00,4.00,1072,Heterocysts,2,226,39683,6.00,3.00,28.30,8968358,253.80,
227,2013-07-24,META,2.00,4.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,11029,39683,5.60,3.00,26.40,437663807,"11,554.32",
227,2013-07-24,META,2.00,4.00,2105,Chlamydomonas spp.,2,8,39683,7.00,3.00,33.00,317464,10.48,
227,2013-07-24,META,2.00,4.00,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,4,39683,4.00,4.00,11.20,158732,1.78,
227,2013-07-24,META,2.00,4.00,2121,Oocystis lacustris Chodat,2,12,39683,6.00,4.00,50.30,476196,23.95,
227,2013-07-24,META,2.00,4.00,2126,Chodatella sp.,2,3,39683,6.00,4.00,50.30,119049,5.99,
227,2013-07-24,META,2.00,4.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,32,39683,8.60,4.00,48.00,1269856,60.95,
227,2013-07-24,META,2.00,4.00,2132,Scenedesmus denticulatus Lagerhiem,2,4,39683,11.00,5.00,96.00,158732,15.24,
227,2013-07-24,META,2.00,4.00,2136,Dictyosphaerium pulchellum Wood,2,751,39683,6.00,6.00,113.10,29801933,"3,370.60",
227,2013-07-24,META,2.00,4.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,27,39683,19.90,1.50,17.60,1071441,18.86,
227,2013-07-24,META,2.00,4.00,2146,Crucigeniella rectangularis (Nag.) Komarek,2,8,39683,6.00,4.00,25.10,317464,7.97,
227,2013-07-24,META,2.00,4.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,4,39683,7.00,3.00,24.70,158732,3.92,
227,2013-07-24,META,2.00,4.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,4,39683,6.00,6.00,37.70,158732,5.98,
227,2013-07-24,META,2.00,4.00,2222,Treubaria sp.,2,1,39683,3.00,3.00,14.10,39683,0.56,
227,2013-07-24,META,2.00,4.00,2235,Ankistrodesmus spiralis Lemmermann,2,9,39683,30.00,2.00,47.10,357147,16.82,
227,2013-07-24,META,2.00,4.00,2255,Selenastrum copricornutum Printz,2,40,39683,16.00,1.70,24.20,1587320,38.41,
227,2013-07-24,META,2.00,4.00,3301,Euglena acus Ehrenberg,2,1,1000,104.00,16.00,13940.30,1000,13.94,
227,2013-07-24,META,2.00,4.00,3305,Trachelomonas volvocina Ehrenberg,2,4,1000,18.00,18.00,2035.80,4000,8.14,
227,2013-07-24,META,2.00,4.00,4351,Small chrysophyceae,2,3,39683,3.00,3.00,14.10,119049,1.68,
227,2013-07-24,META,2.00,4.00,4355,Chrysochromulina parva Lackey,2,238,39683,5.00,5.00,65.40,9444554,617.67,
227,2013-07-24,META,2.00,4.00,4358,Chrysostephanospaera globulifera Scherffel,2,2,39683,14.00,14.00,1436.80,79366,114.03,
227,2013-07-24,META,2.00,4.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,10,39683,6.10,3.50,39.10,396830,15.52,
227,2013-07-24,META,2.00,4.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,68,39683,34.00,4.00,142.40,2698444,384.26,
227,2013-07-24,META,2.00,4.00,6557,Cryptomonas pusilla Bachmann,2,3,39683,15.00,6.00,188.50,119049,22.44,
227,2013-07-24,META,2.00,4.00,6558,Cryptomonas erosa Ehrenberg,2,68,1000,23.00,14.00,1573.60,68000,107.00,
227,2013-07-24,META,2.00,4.00,6559,Cryptomonas ovata Ehrenberg,2,17,1000,40.00,16.00,3574.40,17000,60.76,
227,2013-07-24,META,2.00,4.00,6565,Cryptomonas rostratiformis Skuja,2,2,1000,30.00,14.00,2052.50,2000,4.11,
227,2013-07-24,META,2.00,4.00,6568,Katablepharis ovalis Skuja,2,6,39683,9.00,4.30,60.80,238098,14.48,
227,2013-07-24,META,2.00,4.00,7628,Gymnodinium mirabile Penard,2,323,1000,29.90,29.90,13996.30,323000,"4,520.80",
227,2013-07-24,META,2.00,4.00,7639,Peridinium pusillum (Penard) Lemmermann,2,17,1000,18.00,18.00,3053.60,17000,51.91,
227,2013-07-24,META,2.00,4.00,7641,Peridinium aciculiferum Lemmermann,2,2,1000,31.00,24.00,9349.40,2000,18.70,
227,2013-08-13,EPI,0.00,2.00,1052,Limnothrix redekei (Van Goor) Meffert,2,2,39683,180.00,2.00,565.50,79366,44.88,
227,2013-08-13,EPI,0.00,2.00,1054,Planktolyngbya limnetica,2,50,39683,210.00,2.00,659.70,1984150,"1,308.94",
227,2013-08-13,EPI,0.00,2.00,1072,Heterocysts,2,124,39683,6.00,3.00,28.30,4920692,139.26,
227,2013-08-13,EPI,0.00,2.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,2046,39683,5.80,3.00,27.30,81191418,"2,216.53",
227,2013-08-13,EPI,0.00,2.00,2101,Carteria spp.,2,15,1000,14.00,2.00,29.30,15000,0.44,
227,2013-08-13,EPI,0.00,2.00,2105,Chlamydomonas spp.,2,8,39683,9.30,4.00,77.90,317464,24.73,
227,2013-08-13,EPI,0.00,2.00,2113,Pediastrum duplex Meyen,2,16,39683,4.00,4.00,11.20,634928,7.11,
227,2013-08-13,EPI,0.00,2.00,2121,Oocystis lacustris Chodat,2,22,39683,6.00,4.00,50.30,873026,43.91,
227,2013-08-13,EPI,0.00,2.00,2126,Chodatella sp.,2,6,39683,5.90,4.00,49.40,238098,11.76,
227,2013-08-13,EPI,0.00,2.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,2,39683,9.30,4.00,51.90,79366,4.12,
227,2013-08-13,EPI,0.00,2.00,2132,Scenedesmus denticulatus Lagerhiem,2,10,39683,11.00,5.00,96.00,396830,38.10,
227,2013-08-13,EPI,0.00,2.00,2136,Dictyosphaerium pulchellum Wood,2,388,39683,6.00,6.00,113.10,15397004,"1,741.40",
227,2013-08-13,EPI,0.00,2.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,15,39683,19.00,1.50,16.80,595245,10.00,
227,2013-08-13,EPI,0.00,2.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,8,39683,7.90,3.00,27.90,317464,8.86,
227,2013-08-13,EPI,0.00,2.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,31,39683,6.00,6.00,37.70,1230173,46.38,
227,2013-08-13,EPI,0.00,2.00,2235,Ankistrodesmus spiralis Lemmermann,2,12,39683,27.00,2.00,42.40,476196,20.19,
227,2013-08-13,EPI,0.00,2.00,2255,Selenastrum copricornutum Printz,2,432,39683,15.00,1.70,22.70,17143056,389.15,
227,2013-08-13,EPI,0.00,2.00,4351,Small chrysophyceae,2,10,39683,3.00,3.00,14.10,396830,5.60,
227,2013-08-13,EPI,0.00,2.00,4355,Chrysochromulina parva Lackey,2,19,39683,5.00,5.00,65.40,753977,49.31,
227,2013-08-13,EPI,0.00,2.00,4363,Spinifiromonas sirratus***************,2,2,39683,5.60,5.60,92.00,79366,7.30,
227,2013-08-13,EPI,0.00,2.00,4383,Dinobryon bavaricum Imhof,2,13,39683,13.00,6.00,245.00,515879,126.39,
227,2013-08-13,EPI,0.00,2.00,4383,Dinobryon bavaricum Imhof,2,2,1000,0.00,0.00,5085.00,2000,10.17,
227,2013-08-13,EPI,0.00,2.00,5511,Rhizosolenia eriense H.L. Smith,2,16,39683,11.00,3.00,77.80,634928,49.40,
227,2013-08-13,EPI,0.00,2.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,27,39683,31.00,4.00,129.90,1071441,139.18,
227,2013-08-13,EPI,0.00,2.00,6557,Cryptomonas pusilla Bachmann,2,1,39683,16.00,10.00,558.50,39683,22.16,
227,2013-08-13,EPI,0.00,2.00,6558,Cryptomonas erosa Ehrenberg,2,14,1000,22.60,14.00,1546.20,14000,21.65,
227,2013-08-13,EPI,0.00,2.00,6562,Cryptomonas reflexa (Marsson) Skuja,2,1,1000,15.20,10.00,530.60,1000,0.53,
227,2013-08-13,EPI,0.00,2.00,6568,Katablepharis ovalis Skuja,2,10,39683,9.10,4.20,60.70,396830,24.09,
227,2013-08-13,EPI,0.00,2.00,7632,Gymnodinium sp.,2,22,1000,31.00,31.00,15598.50,22000,343.17,
227,2013-08-13,EPI,0.00,2.00,7639,Peridinium pusillum (Penard) Lemmermann,2,20,1000,16.60,16.60,2395.10,20000,47.90,
227,2013-08-13,EPI,0.00,2.00,7641,Peridinium aciculiferum Lemmermann,2,2,1000,30.00,24.00,9047.80,2000,18.10,
227,2013-08-13,META,2.00,5.00,1052,Limnothrix redekei (Van Goor) Meffert,2,34,39683,146.00,2.00,458.70,1349222,618.89,
227,2013-08-13,META,2.00,5.00,1054,Planktolyngbya limnetica,2,433,39683,210.00,2.00,659.70,17182739,"11,335.45",
227,2013-08-13,META,2.00,5.00,1072,Heterocysts,2,176,39683,6.00,3.00,28.30,6984208,197.65,
227,2013-08-13,META,2.00,5.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,2805,39683,5.80,3.00,27.30,111310815,"3,038.79",
227,2013-08-13,META,2.00,5.00,2100,Pyramidomonas tetrarhynchus Schmarda,2,16,1000,14.60,12.00,550.40,16000,8.81,
227,2013-08-13,META,2.00,5.00,2105,Chlamydomonas spp.,2,8,39683,9.00,5.00,117.80,317464,37.40,
227,2013-08-13,META,2.00,5.00,2107,Chlorogonium maximum Skuja,2,5,1000,90.00,8.00,4523.90,5000,22.62,
227,2013-08-13,META,2.00,5.00,2113,Pediastrum duplex Meyen,2,4,39683,4.00,4.00,11.20,158732,1.78,
227,2013-08-13,META,2.00,5.00,2121,Oocystis lacustris Chodat,2,9,39683,6.00,4.00,50.30,357147,17.96,
227,2013-08-13,META,2.00,5.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,16,39683,9.60,4.00,53.60,634928,34.03,
227,2013-08-13,META,2.00,5.00,2132,Scenedesmus denticulatus Lagerhiem,2,14,39683,11.00,5.00,96.00,555562,53.33,
227,2013-08-13,META,2.00,5.00,2136,Dictyosphaerium pulchellum Wood,2,419,39683,6.00,6.00,113.10,16627177,"1,880.53",
227,2013-08-13,META,2.00,5.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,24,39683,21.00,1.50,18.60,952392,17.71,
227,2013-08-13,META,2.00,5.00,2146,Crucigeniella rectangularis (Nag.) Komarek,2,9,39683,6.00,4.00,25.10,357147,8.96,
227,2013-08-13,META,2.00,5.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,6,39683,8.00,3.00,28.30,238098,6.74,
227,2013-08-13,META,2.00,5.00,2160,Ankistrodesmus falcatus (Corda) Ralfs,2,6,39683,46.00,2.20,87.40,238098,20.81,
227,2013-08-13,META,2.00,5.00,2193,Staurodesmus paradoxum Meyen,2,1,39683,18.00,16.00,904.80,39683,35.91,
227,2013-08-13,META,2.00,5.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,39,39683,6.00,6.00,37.70,1547637,58.35,
227,2013-08-13,META,2.00,5.00,2202,Scourfieldia cordiformis Takeda,2,11,39683,8.00,4.00,67.00,436513,29.25,
227,2013-08-13,META,2.00,5.00,2235,Ankistrodesmus spiralis Lemmermann,2,4,39683,27.00,2.20,51.30,158732,8.14,
227,2013-08-13,META,2.00,5.00,2255,Selenastrum copricornutum Printz,2,467,39683,15.00,1.80,25.40,18531961,470.71,
227,2013-08-13,META,2.00,5.00,3301,Euglena acus Ehrenberg,2,2,1000,86.00,14.00,8825.80,2000,17.65,
227,2013-08-13,META,2.00,5.00,3305,Trachelomonas volvocina Ehrenberg,2,2,1000,18.00,18.00,2035.80,2000,4.07,
227,2013-08-13,META,2.00,5.00,4351,Small chrysophyceae,2,22,39683,3.00,3.00,14.10,873026,12.31,
227,2013-08-13,META,2.00,5.00,4355,Chrysochromulina parva Lackey,2,8,39683,5.00,5.00,65.40,317464,20.76,
227,2013-08-13,META,2.00,5.00,4363,Spinifiromonas sirratus***************,2,1,39683,6.20,6.20,124.80,39683,4.95,
227,2013-08-13,META,2.00,5.00,4383,Dinobryon bavaricum Imhof,2,14,39683,13.00,6.00,245.00,555562,136.11,
227,2013-08-13,META,2.00,5.00,4383,Dinobryon bavaricum Imhof,2,3,1000,0.00,0.00,5085.00,3000,15.26,
227,2013-08-13,META,2.00,5.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,8,39683,5.90,2.60,20.90,317464,6.64,
227,2013-08-13,META,2.00,5.00,5511,Rhizosolenia eriense H.L. Smith,2,6,39683,11.00,3.00,77.80,238098,18.52,
227,2013-08-13,META,2.00,5.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,61,39683,31.00,4.00,129.90,2420663,314.44,
227,2013-08-13,META,2.00,5.00,6558,Cryptomonas erosa Ehrenberg,2,114,1000,24.60,14.00,1683.10,114000,191.87,
227,2013-08-13,META,2.00,5.00,6559,Cryptomonas ovata Ehrenberg,2,11,1000,38.00,16.00,3395.70,11000,37.35,
227,2013-08-13,META,2.00,5.00,6562,Cryptomonas reflexa (Marsson) Skuja,2,1,1000,19.30,10.00,673.70,1000,0.67,
227,2013-08-13,META,2.00,5.00,6565,Cryptomonas rostratiformis Skuja,2,1,1000,30.00,14.00,2052.50,1000,2.05,
227,2013-08-13,META,2.00,5.00,6568,Katablepharis ovalis Skuja,2,12,39683,8.30,4.00,48.10,476196,22.91,
227,2013-08-13,META,2.00,5.00,7632,Gymnodinium sp.,2,346,1000,32.00,32.00,17157.30,346000,"5,936.43",
227,2013-08-13,META,2.00,5.00,7639,Peridinium pusillum (Penard) Lemmermann,2,25,1000,16.90,16.90,2527.30,25000,63.18,
227,2013-08-13,META,2.00,5.00,7641,Peridinium aciculiferum Lemmermann,2,6,1000,30.00,24.00,9047.80,6000,54.29,
227,2013-09-10,EPI,0.00,2.50,1052,Limnothrix redekei (Van Goor) Meffert,2,11,39683,201.00,2.00,631.50,436513,275.66,
227,2013-09-10,EPI,0.00,2.50,1054,Planktolyngbya limnetica,2,79,39683,216.00,2.00,678.60,3134957,"2,127.38",
227,2013-09-10,EPI,0.00,2.50,1072,Heterocysts,2,26,39683,6.00,3.00,28.30,1031758,29.20,
227,2013-09-10,EPI,0.00,2.50,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,561,39683,5.90,3.00,27.80,22262163,618.89,
227,2013-09-10,EPI,0.00,2.50,1088,Anabaena solitaria Klebs,2,1120,39683,7.50,7.50,220.90,44444960,"9,817.89",
227,2013-09-10,EPI,0.00,2.50,1215,Heterocycts (Anabaena solitaria),2,84,39683,7.50,7.50,220.90,3333372,736.34,
227,2013-09-10,EPI,0.00,2.50,2105,Chlamydomonas spp.,2,4,39683,8.00,4.00,67.00,158732,10.64,
227,2013-09-10,EPI,0.00,2.50,2121,Oocystis lacustris Chodat,2,2,39683,6.00,4.00,50.30,79366,3.99,
227,2013-09-10,EPI,0.00,2.50,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,4,39683,9.30,4.00,51.90,158732,8.24,
227,2013-09-10,EPI,0.00,2.50,2132,Scenedesmus denticulatus Lagerhiem,2,8,39683,9.60,5.00,83.80,317464,26.60,
227,2013-09-10,EPI,0.00,2.50,2136,Dictyosphaerium pulchellum Wood,2,180,39683,6.00,6.00,113.10,7142940,807.87,
227,2013-09-10,EPI,0.00,2.50,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,66,39683,21.00,1.50,18.60,2619078,48.71,
227,2013-09-10,EPI,0.00,2.50,2144,Monoraphidium sp. c,2,4,39683,6.00,64.00,9651.00,158732,"1,531.92",
227,2013-09-10,EPI,0.00,2.50,2160,Ankistrodesmus falcatus (Corda) Ralfs,2,14,39683,36.00,2.40,81.40,555562,45.22,
227,2013-09-10,EPI,0.00,2.50,2199,Spondylosium planum (Wolle) W. and G.S. West,2,6,39683,6.00,6.00,37.70,238098,8.98,
227,2013-09-10,EPI,0.00,2.50,2235,Ankistrodesmus spiralis Lemmermann,2,21,39683,28.00,2.00,44.00,833343,36.67,
227,2013-09-10,EPI,0.00,2.50,2255,Selenastrum copricornutum Printz,2,3163,39683,12.00,1.70,18.20,125517329,"2,284.42",
227,2013-09-10,EPI,0.00,2.50,4351,Small chrysophyceae,2,11,39683,3.00,3.00,14.10,436513,6.15,
227,2013-09-10,EPI,0.00,2.50,4355,Chrysochromulina parva Lackey,2,21,39683,5.00,5.00,65.40,833343,54.50,
227,2013-09-10,EPI,0.00,2.50,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,1,39683,5.60,3.00,26.40,39683,1.05,
227,2013-09-10,EPI,0.00,2.50,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,3,39683,29.00,4.00,121.50,119049,14.46,
227,2013-09-10,EPI,0.00,2.50,6558,Cryptomonas erosa Ehrenberg,2,12,1000,24.00,14.00,1642.00,12000,19.70,
227,2013-09-10,EPI,0.00,2.50,6559,Cryptomonas ovata Ehrenberg,2,4,1000,34.00,16.00,3038.30,4000,12.15,
227,2013-09-10,EPI,0.00,2.50,6565,Cryptomonas rostratiformis Skuja,2,2,1000,30.00,14.00,2052.50,2000,4.11,
227,2013-09-10,EPI,0.00,2.50,6568,Katablepharis ovalis Skuja,2,3,39683,8.60,4.00,51.60,119049,6.14,
227,2013-09-10,EPI,0.00,2.50,7632,Gymnodinium sp.,2,43,1000,29.60,29.60,13579.20,43000,583.91,
227,2013-09-10,EPI,0.00,2.50,7639,Peridinium pusillum (Penard) Lemmermann,2,21,1000,18.00,16.00,2412.70,21000,50.67,
227,2013-09-10,EPI,0.00,2.50,7641,Peridinium aciculiferum Lemmermann,2,2,1000,31.00,24.00,9349.40,2000,18.70,
227,2013-09-10,META,2.50,4.00,1052,Limnothrix redekei (Van Goor) Meffert,2,27,39683,179.00,2.00,562.30,1071441,602.47,
227,2013-09-10,META,2.50,4.00,1054,Planktolyngbya limnetica,2,123,39683,216.00,2.00,678.60,4881009,"3,312.25",
227,2013-09-10,META,2.50,4.00,1072,Heterocysts,2,21,39683,6.00,3.00,28.30,833343,23.58,
227,2013-09-10,META,2.50,4.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,528,39683,5.90,3.00,27.80,20952624,582.48,
227,2013-09-10,META,2.50,4.00,1088,Anabaena solitaria Klebs,2,480,39683,7.50,7.50,220.90,19047840,"4,207.67",
227,2013-09-10,META,2.50,4.00,1215,Heterocycts (Anabaena solitaria),2,33,39683,7.50,7.50,220.90,1309539,289.28,
227,2013-09-10,META,2.50,4.00,2100,Pyramidomonas tetrarhynchus Schmarda,2,10,1000,14.50,12.00,546.60,10000,5.47,
227,2013-09-10,META,2.50,4.00,2105,Chlamydomonas spp.,2,4,39683,8.00,4.00,67.00,158732,10.64,
227,2013-09-10,META,2.50,4.00,2107,Chlorogonium maximum Skuja,2,1,1000,91.00,8.00,4574.20,1000,4.57,
227,2013-09-10,META,2.50,4.00,2113,Pediastrum duplex Meyen,2,6,39683,4.00,4.00,11.20,238098,2.67,
227,2013-09-10,META,2.50,4.00,2121,Oocystis lacustris Chodat,2,5,39683,6.00,3.30,34.20,198415,6.79,
227,2013-09-10,META,2.50,4.00,2126,Chodatella sp.,2,1,39683,5.30,5.30,78.00,39683,3.10,
227,2013-09-10,META,2.50,4.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,4,39683,9.00,4.00,50.30,158732,7.98,
227,2013-09-10,META,2.50,4.00,2132,Scenedesmus denticulatus Lagerhiem,2,6,39683,9.30,5.00,81.20,238098,19.33,
227,2013-09-10,META,2.50,4.00,2136,Dictyosphaerium pulchellum Wood,2,444,39683,6.00,6.00,113.10,17619252,"1,992.74",
